Date,State,Unemployment_Rate,Labour_Participation_Rate,Employment_Rate,Estimated_Employed,Estimated_Unemployed,Region
2022-03-16,Manipur,13.94,39.31,33.82,708969,114875,Northeast
2022-03-16,Meghalaya,6.99,47.36,44.05,1019526,76619,Northeast
2022-03-16,Mizoram,4.62,48.4,46.16,1006627,48788,Northeast
2022-03-16,Nagaland,21.64,42.34,33.18,323954,89474,Northeast
2022-03-16,Odisha,5.64,49.49,46.7,1616468,96701,East
2022-03-16,Punjab,7.67,39.19,36.19,824550,68501,North
2022-03-16,Rajasthan,26.1,52.06,38.48,264954,93568,North
2022-03-16,Sikkim,3.22,45.13,43.67,548931,18265,Northeast
2022-03-16,Tamil Nadu,5.12,41.93,39.79,1098445,59305,South
2022-03-16,Telangana,7.71,50.44,46.54,2239499,187209,South
2022-03-16,Tripura,10.38,53.88,48.29,2232811,258688,Northeast
2022-03-16,Uttar Pradesh,5.4,48.8,46.17,1539365,87789,North
2022-03-16,Uttarakhand,6.47,47.03,43.99,1560911,108005,North
2022-03-16,West Bengal,6.35,45.28,42.41,1607996,109044,East
2022-03-16,Delhi,15.26,52.16,44.2,1295639,233339,North
2022-03-16,Jammu & Kashmir,14.22,52.36,44.91,1096292,181724,North
2022-04-15,Andhra Pradesh,8.06,42.27,38.86,1670612,146551,South
2022-04-15,Arunachal Pradesh,5.01,46.23,43.91,1235463,65138,Northeast
2022-04-15,Assam,9.62,43.53,39.34,266234,28329,Northeast
2022-04-15,Bihar,9.87,42.62,38.42,203118,22236,East
2022-04-15,Chhattisgarh,7.99,43.88,40.37,1421164,123330,Central
2022-04-15,Goa,9.63,51.69,46.72,2223906,236856,West
2022-04-15,Gujarat,5.76,42.52,40.07,1986222,121317,West
2022-04-15,Haryana,19.1,38.44,31.1,1000028,236093,North
2022-04-15,Himachal Pradesh,9.4,40.05,36.28,1713654,177899,North
2022-04-15,Jharkhand,9.65,41.08,37.12,1225721,130903,East
2022-04-15,Karnataka,3.31,47.29,45.73,1087074,37179,South
2022-04-15,Kerala,11.56,40.72,36.02,457141,59730,South
2022-04-15,Madhya Pradesh,6.78,53.27,49.66,436266,31709,Central
2022-04-15,Maharashtra,6.8,44.68,41.65,396088,28891,West
2022-04-15,Manipur,12.67,41.97,36.66,222382,32272,Northeast
2022-04-15,Meghalaya,6.65,52.19,48.72,2380552,169707,Northeast
2022-04-15,Mizoram,3.78,52.76,50.77,2370423,93124,Northeast
2022-04-15,Nagaland,20.67,45.13,35.8,260575,67908,Northeast
2022-04-15,Odisha,6.35,44.68,41.84,263171,17831,East
2022-04-15,Punjab,8.46,47.92,43.86,241608,22337,North
2022-04-15,Rajasthan,25.64,38.68,28.77,905453,312170,North
2022-04-15,Sikkim,4.08,44.76,42.93,2096041,89217,Northeast
2022-04-15,Tamil Nadu,3.39,50.06,48.36,832662,29235,South
2022-04-15,Telangana,6.95,53.37,49.66,1085730,81116,South
2022-04-15,Tripura,9.37,45.24,41.0,1740816,180081,Northeast
2022-04-15,Uttar Pradesh,5.43,51.7,48.89,737907,42410,North
2022-04-15,Uttarakhand,5.59,53.82,50.81,472085,27939,North
2022-04-15,West Bengal,6.14,45.65,42.85,864906,56579,East
2022-04-15,Delhi,15.82,38.87,32.72,888865,167056,North
2022-04-15,Jammu & Kashmir,13.16,45.52,39.53,792427,120076,North
2022-05-15,Andhra Pradesh,7.45,40.74,37.71,1159151,93288,South
2022-05-15,Arunachal Pradesh,2.71,51.69,50.29,1971713,55000,Northeast
2022-05-15,Assam,8.37,42.56,39.0,828595,75712,Northeast
2022-05-15,Bihar,10.57,44.94,40.19,1430261,169123,East
2022-05-15,Chhattisgarh,7.46,41.29,38.21,1293967,104375,Central
2022-05-15,Goa,8.92,42.42,38.63,1733588,169830,West
2022-05-15,Gujarat,3.86,41.91,40.29,947215,38030,West
2022-05-15,Haryana,19.4,42.09,33.92,1196088,287855,North
2022-05-15,Himachal Pradesh,8.22,52.01,47.74,1091483,97797,North
2022-05-15,Jharkhand,8.99,40.66,37.0,1413800,139628,East
2022-05-15,Karnataka,4.43,42.6,40.71,352386,16338,South
2022-05-15,Kerala,10.9,54.87,48.89,588154,71926,South
2022-05-15,Madhya Pradesh,5.49,47.82,45.2,1987441,115541,Central
2022-05-15,Maharashtra,7.5,42.92,39.7,1034023,83868,West
2022-05-15,Manipur,11.96,45.27,39.85,791610,107524,Northeast
2022-05-15,Meghalaya,7.22,47.59,44.15,1910811,148770,Northeast
2022-05-15,Mizoram,4.25,47.46,45.44,1821045,80878,Northeast
2022-05-15,Nagaland,20.94,38.28,30.26,1265642,335307,Northeast
2022-05-15,Odisha,6.24,42.3,39.66,1743135,116025,East
2022-05-15,Punjab,7.73,39.75,36.68,391254,32780,North
2022-05-15,Rajasthan,25.25,49.5,37.0,1174496,396684,North
2022-05-15,Sikkim,3.43,48.25,46.6,1664288,59037,Northeast
2022-05-15,Tamil Nadu,2.83,42.69,41.48,1642072,47887,South
2022-05-15,Telangana,7.57,41.85,38.68,1398437,114566,South
2022-05-15,Tripura,9.8,50.7,45.73,678718,73781,Northeast
2022-05-15,Uttar Pradesh,3.76,39.02,37.55,409096,15969,North
2022-05-15,Uttarakhand,5.37,38.76,36.68,1395339,79155,North
2022-05-15,West Bengal,6.27,43.8,41.06,1089366,72876,East
2022-05-15,Delhi,14.54,45.91,39.23,220326,37494,North
2022-05-15,Jammu & Kashmir,13.64,39.39,34.02,565911,89357,North
2022-06-14,Andhra Pradesh,6.2,45.25,42.44,1259137,83236,South
2022-06-14,Arunachal Pradesh,3.62,40.97,39.49,723247,27179,Northeast
2022-06-14,Assam,7.92,38.86,35.78,1612572,138611,Northeast
2022-06-14,Bihar,10.0,47.81,43.03,1306957,145245,East
2022-06-14,Chhattisgarh,4.82,39.53,37.62,1205449,61065,Central
2022-06-14,Goa,8.84,43.8,39.92,1847589,179174,West
2022-06-14,Gujarat,2.49,50.15,48.9,890088,22690,West
2022-06-14,Haryana,17.92,46.93,38.52,1402380,306096,North
2022-06-14,Himachal Pradesh,7.13,49.5,45.97,1635752,125564,North
2022-06-14,Jharkhand,7.56,54.08,49.99,915442,74888,East
2022-06-14,Karnataka,3.06,48.77,47.28,1499036,47352,South
2022-06-14,Kerala,10.13,38.28,34.4,1300103,146543,South
2022-06-14,Madhya Pradesh,5.17,47.46,45.01,919175,50132,Central
2022-06-14,Maharashtra,4.84,40.29,38.34,354568,18047,West
2022-06-14,Manipur,11.63,44.83,39.62,1497702,197141,Northeast
2022-06-14,Meghalaya,5.27,51.26,48.56,501088,27874,Northeast
2022-06-14,Mizoram,1.7,38.22,37.57,1101271,19068,Northeast
2022-06-14,Nagaland,19.13,52.47,42.43,2040612,482827,Northeast
2022-06-14,Odisha,5.43,39.45,37.31,1107941,63574,East
2022-06-14,Punjab,9.75,44.46,40.12,1296838,140145,North
2022-06-14,Rajasthan,23.73,39.61,30.21,579249,180211,North
2022-06-14,Sikkim,1.46,39.64,39.06,506265,7521,Northeast
2022-06-14,Tamil Nadu,3.41,47.04,45.44,2013373,71183,South
2022-06-14,Telangana,5.56,54.92,51.87,1619523,95343,South
2022-06-14,Tripura,8.09,43.2,39.7,917994,80807,Northeast
2022-06-14,Uttar Pradesh,4.85,49.43,47.03,1679059,85617,North
2022-06-14,Uttarakhand,3.11,48.75,47.24,508956,16315,North
2022-06-14,West Bengal,4.92,47.83,45.48,1646578,85216,East
2022-06-14,Delhi,14.77,52.84,45.04,1238382,214582,North
2022-06-14,Jammu & Kashmir,13.1,50.41,43.81,1439787,216964,North
2022-07-14,Andhra Pradesh,5.0,48.49,46.07,1992231,104906,South
2022-07-14,Arunachal Pradesh,1.68,41.34,40.64,432826,7393,Northeast
2022-07-14,Assam,9.01,47.2,42.95,381015,37746,Northeast
2022-07-14,Bihar,8.66,38.97,35.6,346947,32878,East
2022-07-14,Chhattisgarh,5.61,41.97,39.62,1335087,79415,Central
2022-07-14,Goa,9.89,51.94,46.8,321584,35306,West
2022-07-14,Gujarat,4.15,42.29,40.54,764085,33054,West
2022-07-14,Haryana,17.35,48.43,40.03,1817499,381649,North
2022-07-14,Himachal Pradesh,6.55,50.41,47.11,1009033,70678,North
2022-07-14,Jharkhand,7.7,48.9,45.13,1172441,97798,East
2022-07-14,Karnataka,2.25,47.46,46.39,980643,22562,South
2022-07-14,Kerala,9.53,53.49,48.39,287552,30303,South
2022-07-14,Madhya Pradesh,3.17,51.03,49.41,1808258,59211,Central
2022-07-14,Maharashtra,4.95,43.63,41.48,1468418,76399,West
2022-07-14,Manipur,12.61,45.72,39.96,941052,135798,Northeast
2022-07-14,Meghalaya,3.81,53.89,51.84,844433,33417,Northeast
2022-07-14,Mizoram,2.14,54.48,53.31,1172972,25704,Northeast
2022-07-14,Nagaland,18.19,39.05,31.95,647622,143965,Northeast
2022-07-14,Odisha,3.17,49.19,47.63,2376614,77790,East
2022-07-14,Punjab,6.79,45.68,42.58,892575,64995,North
2022-07-14,Rajasthan,23.33,53.02,40.65,962029,292700,North
2022-07-14,Sikkim,0.98,44.58,44.15,1531299,15131,Northeast
2022-07-14,Tamil Nadu,4.26,39.04,37.38,1555648,69291,South
2022-07-14,Telangana,3.95,53.99,51.86,1773251,72857,South
2022-07-14,Tripura,9.73,47.89,43.23,997178,107430,Northeast
2022-07-14,Uttar Pradesh,2.84,43.75,42.51,455122,13284,North
2022-07-14,Uttarakhand,2.08,50.48,49.44,711753,15087,North
2022-07-14,West Bengal,4.18,39.0,37.36,1115569,48701,East
2022-07-14,Delhi,13.97,47.81,41.13,845111,137195,North
2022-07-14,Jammu & Kashmir,11.87,51.65,45.52,1334252,179775,North
2022-08-13,Andhra Pradesh,4.9,53.44,50.82,1160379,59789,South
2022-08-13,Arunachal Pradesh,1.87,43.04,42.23,483835,9208,Northeast
2022-08-13,Assam,6.22,48.13,45.13,389379,25841,Northeast
2022-08-13,Bihar,7.68,53.97,49.83,1942298,161611,East
2022-08-13,Chhattisgarh,5.06,39.36,37.37,988732,52728,Central
2022-08-13,Goa,7.75,48.71,44.93,1900237,159745,West
2022-08-13,Gujarat,1.44,53.99,53.22,563893,8213,West
2022-08-13,Haryana,17.52,52.88,43.61,2123629,451087,North
2022-08-13,Himachal Pradesh,6.15,38.68,36.31,843903,55287,North
2022-08-13,Jharkhand,5.45,46.78,44.23,1376756,79360,East
2022-08-13,Karnataka,1.35,46.18,45.56,1887717,25840,South
2022-08-13,Kerala,10.08,54.16,48.7,291859,32714,South
2022-08-13,Madhya Pradesh,2.43,40.25,39.27,973626,24238,Central
2022-08-13,Maharashtra,5.18,48.95,46.41,1027727,56103,West
2022-08-13,Manipur,11.01,53.34,47.47,1055955,130595,Northeast
2022-08-13,Meghalaya,3.23,41.68,40.33,1004905,33534,Northeast
2022-08-13,Mizoram,1.66,44.0,43.27,1773713,29970,Northeast
2022-08-13,Nagaland,19.37,47.43,38.24,1612619,387346,Northeast
2022-08-13,Odisha,4.59,48.18,45.96,1086384,52310,East
2022-08-13,Punjab,6.66,54.29,50.67,1487163,106110,North
2022-08-13,Rajasthan,22.43,48.64,37.73,1159125,335088,North
2022-08-13,Sikkim,1.01,41.14,40.73,312854,3176,Northeast
2022-08-13,Tamil Nadu,3.22,46.9,45.39,690100,22970,South
2022-08-13,Telangana,4.44,49.33,47.14,405614,18865,South
2022-08-13,Tripura,6.23,41.14,38.57,544016,36131,Northeast
2022-08-13,Uttar Pradesh,2.53,44.57,43.45,317225,8243,North
2022-08-13,Uttarakhand,2.63,46.22,45.0,1000150,27013,North
2022-08-13,West Bengal,1.9,52.27,51.27,591655,11472,East
2022-08-13,Delhi,12.02,39.21,34.5,1063337,145259,North
2022-08-13,Jammu & Kashmir,11.11,47.62,42.33,1884268,235472,North
2022-09-12,Andhra Pradesh,5.02,38.83,36.88,347049,18333,South
2022-09-12,Arunachal Pradesh,2.34,38.75,37.84,504746,12068,Northeast
2022-09-12,Assam,7.86,38.77,35.73,1699443,145029,Northeast
2022-09-12,Bihar,8.86,52.32,47.68,874867,85018,East
2022-09-12,Chhattisgarh,2.57,44.09,42.96,2127480,56116,Central
2022-09-12,Goa,7.38,49.63,45.97,2193080,174635,West
2022-09-12,Gujarat,1.51,47.43,46.71,394915,6066,West
2022-09-12,Haryana,15.77,38.07,32.07,1127792,211154,North
2022-09-12,Himachal Pradesh,4.59,46.32,44.2,1047270,50372,North
2022-09-12,Jharkhand,7.3,38.41,35.61,715381,56303,East
2022-09-12,Karnataka,1.07,50.39,49.85,956667,10330,South
2022-09-12,Kerala,9.89,44.68,40.27,630631,69183,South
2022-09-12,Madhya Pradesh,3.18,47.3,45.8,1208037,39633,Central
2022-09-12,Maharashtra,5.11,53.68,50.94,421406,22703,West
2022-09-12,Manipur,9.96,51.3,46.19,2293971,253810,Northeast
2022-09-12,Meghalaya,2.43,42.09,41.07,1821133,45360,Northeast
2022-09-12,Mizoram,0.78,44.79,44.44,1041414,8220,Northeast
2022-09-12,Nagaland,18.66,54.63,44.44,583917,133924,Northeast
2022-09-12,Odisha,2.9,50.42,48.96,1170202,34974,East
2022-09-12,Punjab,6.84,47.83,44.56,1892322,138988,North
2022-09-12,Rajasthan,23.55,39.01,29.83,1077947,332088,North
2022-09-12,Sikkim,0.61,40.38,40.14,951680,5798,Northeast
2022-09-12,Tamil Nadu,0.5,46.83,46.6,2322677,11671,South
2022-09-12,Telangana,4.66,40.3,38.42,1359876,66516,South
2022-09-12,Tripura,6.18,40.7,38.18,1822022,120000,Northeast
2022-09-12,Uttar Pradesh,2.25,52.95,51.76,2371489,54662,North
2022-09-12,Uttarakhand,3.27,46.22,44.71,1065353,36065,North
2022-09-12,West Bengal,2.75,44.08,42.87,1359928,38383,East
2022-09-12,Delhi,11.44,46.02,40.76,1218884,157387,North
2022-09-12,Jammu & Kashmir,11.09,47.69,42.41,612958,76462,North
2022-10-12,Andhra Pradesh,5.72,47.59,44.86,751542,45636,South
2022-10-12,Arunachal Pradesh,1.96,49.81,48.84,1491120,29836,Northeast
2022-10-12,Assam,6.89,48.37,45.04,1214657,89834,Northeast
2022-10-12,Bihar,9.22,40.26,36.55,612583,62241,East
2022-10-12,Chhattisgarh,5.51,46.73,44.16,793457,46256,Central
2022-10-12,Goa,6.28,38.11,35.72,976145,65427,West
2022-10-12,Gujarat,2.76,38.41,37.35,1169653,33150,West
2022-10-12,Haryana,16.03,54.01,45.35,582620,111259,North
2022-10-12,Himachal Pradesh,4.95,48.64,46.23,1376450,71651,North
2022-10-12,Jharkhand,6.01,44.93,42.22,1201793,76866,East
2022-10-12,Karnataka,1.13,38.38,37.95,1661244,18994,South
2022-10-12,Kerala,9.7,47.81,43.17,1946220,209081,South
2022-10-12,Madhya Pradesh,3.86,45.3,43.55,1687448,67813,Central
2022-10-12,Maharashtra,4.77,53.52,50.97,1566989,78563,West
2022-10-12,Manipur,10.4,41.38,37.07,597183,69339,Northeast
2022-10-12,Meghalaya,3.03,43.21,41.9,1256213,39238,Northeast
2022-10-12,Mizoram,0.5,48.46,48.22,418108,2101,Northeast
2022-10-12,Nagaland,19.85,39.49,31.65,403012,99817,Northeast
2022-10-12,Odisha,2.37,42.82,41.8,962017,23349,East
2022-10-12,Punjab,6.24,51.8,48.57,273154,18167,North
2022-10-12,Rajasthan,24.53,51.58,38.93,1828459,594319,North
2022-10-12,Sikkim,1.51,38.34,37.76,450163,6887,Northeast
2022-10-12,Tamil Nadu,1.98,47.6,46.66,1625386,32749,South
2022-10-12,Telangana,4.76,49.54,47.19,2214340,110682,South
2022-10-12,Tripura,7.68,38.84,35.85,552100,45932,Northeast
2022-10-12,Uttar Pradesh,2.37,53.26,51.99,859380,20860,North
2022-10-12,Uttarakhand,1.98,52.6,51.56,1418099,28673,North
2022-10-12,West Bengal,3.57,49.47,47.71,751779,27818,East
2022-10-12,Delhi,13.19,43.31,37.6,882854,134193,North
2022-10-12,Jammu & Kashmir,11.69,41.56,36.71,1796583,237813,North
2022-11-11,Andhra Pradesh,5.74,43.16,40.68,1634780,99509,South
2022-11-11,Arunachal Pradesh,3.14,51.02,49.42,1785185,57872,Northeast
2022-11-11,Assam,6.81,40.22,37.48,1320358,96544,Northeast
2022-11-11,Bihar,9.42,50.4,45.65,1409536,146647,East
2022-11-11,Chhattisgarh,4.61,43.31,41.31,1001230,48362,Central
2022-11-11,Goa,6.82,48.97,45.63,1758276,128716,West
2022-11-11,Gujarat,2.09,42.58,41.69,581042,12396,West
2022-11-11,Haryana,16.16,51.32,43.03,1975641,380676,North
2022-11-11,Himachal Pradesh,7.26,53.25,49.38,2127131,166596,North
2022-11-11,Jharkhand,6.04,41.11,38.63,1855358,119179,East
2022-11-11,Karnataka,0.5,39.06,38.87,1044633,5249,South
2022-11-11,Kerala,9.26,39.85,36.16,585241,59755,South
2022-11-11,Madhya Pradesh,4.18,52.88,50.67,943048,41161,Central
2022-11-11,Maharashtra,4.52,52.6,50.22,2188365,103606,West
2022-11-11,Manipur,10.94,49.74,44.3,2105187,258545,Northeast
2022-11-11,Meghalaya,4.53,49.6,47.36,943479,44752,Northeast
2022-11-11,Mizoram,3.67,46.68,44.97,467573,17796,Northeast
2022-11-11,Nagaland,18.9,43.31,35.12,1443776,336401,Northeast
2022-11-11,Odisha,3.99,49.26,47.3,1836582,76262,East
2022-11-11,Punjab,6.96,51.8,48.2,2292154,171534,North
2022-11-11,Rajasthan,24.64,40.24,30.32,1113648,364191,North
2022-11-11,Sikkim,0.75,50.61,50.23,1783202,13456,Northeast
2022-11-11,Tamil Nadu,3.03,40.87,39.63,293807,9188,South
2022-11-11,Telangana,4.2,50.2,48.09,1269419,55598,South
2022-11-11,Tripura,7.41,40.86,37.83,1613203,129094,Northeast
2022-11-11,Uttar Pradesh,4.03,47.33,45.42,613851,25776,North
2022-11-11,Uttarakhand,2.96,48.27,46.84,1205759,36816,North
2022-11-11,West Bengal,5.84,52.09,49.05,2076242,128661,East
2022-11-11,Delhi,12.62,52.26,45.67,1607296,232042,North
2022-11-11,Jammu & Kashmir,11.84,49.85,43.95,937561,125937,North
2022-12-11,Andhra Pradesh,6.31,39.91,37.4,873192,58800,South
2022-12-11,Arunachal Pradesh,4.21,53.07,50.84,362148,15903,Northeast
2022-12-11,Assam,7.68,48.73,44.99,772737,64266,Northeast
2022-12-11,Bihar,9.97,42.23,38.02,1801831,199532,East
2022-12-11,Chhattisgarh,6.12,44.68,41.95,472623,30795,Central
2022-12-11,Goa,8.14,38.18,35.08,1034433,91618,West
2022-12-11,Gujarat,3.17,44.07,42.67,874152,28629,West
2022-12-11,Haryana,18.2,46.85,38.32,951581,211681,North
2022-12-11,Himachal Pradesh,6.93,46.63,43.4,487231,36291,North
2022-12-11,Jharkhand,8.16,54.71,50.24,816394,72520,East
2022-12-11,Karnataka,2.59,48.12,46.87,1110049,29536,South
2022-12-11,Kerala,10.47,45.18,40.45,1631139,190763,South
2022-12-11,Madhya Pradesh,4.53,49.03,46.81,1116555,52957,Central
2022-12-11,Maharashtra,5.33,45.79,43.35,717323,40403,West
2022-12-11,Manipur,12.19,43.45,38.16,1214290,168530,Northeast
2022-12-11,Meghalaya,6.24,54.93,51.5,1266207,84284,Northeast
2022-12-11,Mizoram,2.44,38.93,37.98,538992,13465,Northeast
2022-12-11,Nagaland,20.12,45.12,36.04,536433,135080,Northeast
2022-12-11,Odisha,5.2,40.85,38.73,403397,22140,East
2022-12-11,Punjab,7.96,39.15,36.03,1354113,117167,North
2022-12-11,Rajasthan,24.62,40.03,30.17,846486,276532,North
2022-12-11,Sikkim,2.41,43.93,42.87,937452,23173,Northeast
2022-12-11,Tamil Nadu,4.48,39.88,38.09,251465,11806,South
2022-12-11,Telangana,5.87,54.9,51.68,799679,49832,South
2022-12-11,Tripura,8.33,51.64,47.34,963585,87615,Northeast
2022-12-11,Uttar Pradesh,3.56,45.55,43.93,1555214,57358,North
2022-12-11,Uttarakhand,4.53,52.72,50.33,274117,13008,North
2022-12-11,West Bengal,5.14,51.23,48.59,1250431,67788,East
2022-12-11,Delhi,13.81,54.78,47.21,1839152,294728,North
2022-12-11,Jammu & Kashmir,12.56,42.23,36.92,1079203,154977,North
2023-01-10,Andhra Pradesh,6.98,43.87,40.81,216883,16276,South
2023-01-10,Arunachal Pradesh,4.0,44.86,43.06,670259,27926,Northeast
2023-01-10,Assam,7.93,52.07,47.94,240985,20755,Northeast
2023-01-10,Bihar,11.37,43.23,38.32,607396,77950,East
2023-01-10,Chhattisgarh,6.24,42.95,40.27,957817,63727,Central
2023-01-10,Goa,8.39,44.41,40.68,1806889,165468,West
2023-01-10,Gujarat,3.94,43.61,41.9,410828,16838,West
2023-01-10,Haryana,19.48,54.21,43.65,336524,81429,North
2023-01-10,Himachal Pradesh,6.8,43.45,40.49,501792,36639,North
2023-01-10,Jharkhand,7.2,51.31,47.62,500574,38856,East
2023-01-10,Karnataka,2.44,39.2,38.24,1756321,43871,South
2023-01-10,Kerala,11.91,41.23,36.32,1523985,205962,South
2023-01-10,Madhya Pradesh,4.21,54.24,51.96,837261,36763,Central
2023-01-10,Maharashtra,6.52,52.61,49.18,619550,43198,West
2023-01-10,Manipur,14.11,53.89,46.29,2125347,349033,Northeast
2023-01-10,Meghalaya,5.7,51.93,48.97,2202151,133231,Northeast
2023-01-10,Mizoram,2.84,42.91,41.69,915917,26758,Northeast
2023-01-10,Nagaland,19.64,44.69,35.91,1059560,258912,Northeast
2023-01-10,Odisha,5.94,40.85,38.42,728630,46017,East
2023-01-10,Punjab,7.46,46.56,43.09,1759616,141757,North
2023-01-10,Rajasthan,26.08,40.65,30.05,889878,313999,North
2023-01-10,Sikkim,3.59,39.49,38.07,836804,31163,Northeast
2023-01-10,Tamil Nadu,3.65,42.66,41.1,1973068,74685,South
2023-01-10,Telangana,5.87,54.21,51.03,1064157,66413,South
2023-01-10,Tripura,9.6,40.4,36.52,1437504,152582,Northeast
2023-01-10,Uttar Pradesh,4.54,39.85,38.04,1869791,88980,North
2023-01-10,Uttarakhand,5.4,43.82,41.46,1378233,78701,North
2023-01-10,West Bengal,5.4,41.26,39.04,451694,25771,East
2023-01-10,Delhi,14.77,51.74,44.1,357478,61965,North
2023-01-10,Jammu & Kashmir,13.74,43.69,37.69,720476,114756,North
2023-02-09,Andhra Pradesh,6.16,40.52,38.03,1210891,79453,South
2023-02-09,Arunachal Pradesh,6.04,51.84,48.72,1081270,69447,Northeast
2023-02-09,Assam,8.66,42.04,38.4,710190,67304,Northeast
2023-02-09,Bihar,10.81,48.93,43.64,1398298,169463,East
2023-02-09,Chhattisgarh,5.79,52.01,49.0,694959,42718,Central
2023-02-09,Goa,11.1,45.97,40.87,1677365,209498,West
2023-02-09,Gujarat,4.22,49.63,47.53,291886,12849,West
2023-02-09,Haryana,19.92,49.73,39.82,765607,190444,North
2023-02-09,Himachal Pradesh,8.29,42.09,38.6,864945,78219,North
2023-02-09,Jharkhand,8.12,39.37,36.17,420430,37140,East
2023-02-09,Karnataka,3.25,53.48,51.75,272809,9164,South
2023-02-09,Kerala,11.97,46.23,40.69,429158,58343,South
2023-02-09,Madhya Pradesh,5.76,40.75,38.4,1861091,113695,Central
2023-02-09,Maharashtra,6.81,41.5,38.67,1483908,108409,West
2023-02-09,Manipur,14.18,47.42,40.69,1182347,195386,Northeast
2023-02-09,Meghalaya,6.28,41.32,38.73,483352,32369,Northeast
2023-02-09,Mizoram,3.68,44.33,42.69,1673239,63964,Northeast
2023-02-09,Nagaland,21.36,43.76,34.41,1646500,447101,Northeast
2023-02-09,Odisha,6.57,52.98,49.49,357945,25185,East
2023-02-09,Punjab,9.89,42.37,38.18,989907,108605,North
2023-02-09,Rajasthan,26.57,53.63,39.38,947760,343011,North
2023-02-09,Sikkim,2.41,43.82,42.76,2063968,51032,Northeast
2023-02-09,Tamil Nadu,4.12,43.98,42.17,1936711,83186,South
2023-02-09,Telangana,4.16,47.67,45.69,1795499,77917,South
2023-02-09,Tripura,9.25,45.37,41.18,1778098,181155,Northeast
2023-02-09,Uttar Pradesh,6.03,44.18,41.51,1690599,108533,North
2023-02-09,Uttarakhand,5.01,50.61,48.07,1982055,104467,North
2023-02-09,West Bengal,6.84,52.37,48.79,1111215,81538,East
2023-02-09,Delhi,14.98,49.45,42.05,1062322,187167,North
2023-02-09,Jammu & Kashmir,13.12,50.73,44.07,928391,140246,North
2023-03-11,Andhra Pradesh,6.55,50.74,47.42,1401413,98252,South
2023-03-11,Arunachal Pradesh,5.55,41.47,39.17,710340,41743,Northeast
2023-03-11,Assam,8.97,41.67,37.94,1840920,181331,Northeast
2023-03-11,Bihar,12.59,50.16,43.84,2107503,303602,East
2023-03-11,Chhattisgarh,6.05,53.27,50.04,1432542,92293,Central
2023-03-11,Goa,8.09,50.02,45.98,751624,66152,West
2023-03-11,Gujarat,3.83,41.5,39.91,201252,8017,West
2023-03-11,Haryana,19.34,38.67,31.19,1527525,366322,North
2023-03-11,Himachal Pradesh,8.96,52.26,47.58,1416938,139489,North
2023-03-11,Jharkhand,7.81,40.6,37.43,1413640,119758,East
2023-03-11,Karnataka,5.07,51.09,48.49,2370996,126760,South
2023-03-11,Kerala,12.89,47.75,41.6,847492,125370,South
2023-03-11,Madhya Pradesh,5.1,53.26,50.54,524189,28187,Central
2023-03-11,Maharashtra,7.32,43.57,40.38,1684397,132982,West
2023-03-11,Manipur,12.24,46.05,40.41,1756021,244994,Northeast
2023-03-11,Meghalaya,7.56,43.78,40.47,1786040,146160,Northeast
2023-03-11,Mizoram,4.14,52.41,50.24,662251,28583,Northeast
2023-03-11,Nagaland,20.94,45.32,35.82,445927,118141,Northeast
2023-03-11,Odisha,6.51,48.8,45.62,631507,43985,East
2023-03-11,Punjab,10.33,41.6,37.3,256168,29512,North
2023-03-11,Rajasthan,26.66,52.58,38.56,1350178,490909,North
2023-03-11,Sikkim,1.76,45.4,44.6,2136069,38237,Northeast
2023-03-11,Tamil Nadu,5.03,46.97,44.61,742755,39311,South
2023-03-11,Telangana,6.8,38.9,36.25,1365848,99589,South
2023-03-11,Tripura,9.57,47.05,42.55,1293492,136829,Northeast
2023-03-11,Uttar Pradesh,4.8,48.21,45.9,572871,28859,North
2023-03-11,Uttarakhand,6.23,54.49,51.09,1928474,128047,North
2023-03-11,West Bengal,5.36,53.68,50.81,1996619,113147,East
2023-03-11,Delhi,14.24,49.33,42.31,1398378,232201,North
2023-03-11,Jammu & Kashmir,14.06,48.24,41.46,1121023,183457,North
2023-04-10,Andhra Pradesh,5.59,46.83,44.21,614068,36377,South
2023-04-10,Arunachal Pradesh,5.22,51.69,48.99,654474,36074,Northeast
2023-04-10,Assam,8.74,49.19,44.89,1108737,106151,Northeast
2023-04-10,Bihar,10.38,42.7,38.27,1152689,133482,East
2023-04-10,Chhattisgarh,6.98,53.68,49.94,1378623,103443,Central
2023-04-10,Goa,9.78,43.57,39.31,1500540,162721,West
2023-04-10,Gujarat,4.42,43.72,41.79,1939936,89609,West
2023-04-10,Haryana,18.8,38.2,31.02,926800,214609,North
2023-04-10,Himachal Pradesh,8.05,39.45,36.27,1768764,154937,North
2023-04-10,Jharkhand,9.9,46.81,42.17,1376395,151282,East
2023-04-10,Karnataka,3.56,45.3,43.68,365644,13493,South
2023-04-10,Kerala,10.86,39.8,35.48,1514548,184566,South
2023-04-10,Madhya Pradesh,4.77,46.58,44.36,1756486,87922,Central
2023-04-10,Maharashtra,6.45,39.05,36.53,1130951,77990,West
2023-04-10,Manipur,14.28,42.46,36.4,872694,145394,Northeast
2023-04-10,Meghalaya,5.97,38.68,36.37,916833,58199,Northeast
2023-04-10,Mizoram,5.19,43.65,41.39,794592,43467,Northeast
2023-04-10,Nagaland,22.31,39.81,30.93,665151,191055,Northeast
2023-04-10,Odisha,6.21,54.43,51.05,2483517,164521,East
